"id","lang","lang_key","lang_value","created_at","updated_at"
"4213","en","please_be_carefull_when_you_are_configuring_facebook_chat_for_incorrect_configuration_you_will_not_get_messenger_icon_on_your_userend_site","Please be carefull when you are configuring Facebook chat. For incorrect configuration you will not get messenger icon on your user-end site.","3/11/2021 14:26:12","3/11/2021 14:26:12"
"4214","en","login_into_your_facebook_page","Login into your facebook page","3/11/2021 14:26:12","3/11/2021 14:26:12"
"4215","en","find_the_about_option_of_your_facebook_page","Find the About option of your facebook page","3/11/2021 14:26:12","3/11/2021 14:26:12"
"4216","en","at_the_very_bottom_you_can_find_the_facebook_page_id","At the very bottom, you can find the \â€œFacebook Page ID\","3/11/2021 14:26:12","3/11/2021 14:26:12"
"4217","en","go_to_settings_of_your_page_and_find_the_option_of_advance_messaging","Go to Settings of your page and find the option of \""Advance Messaging\""","3/11/2021 14:26:13","3/11/2021 14:26:13"
"4218","en","scroll_down_that_page_and_you_will_get_white_listed_domain","Scroll down that page and you will get \""white listed domain\""","3/11/2021 14:26:13","3/11/2021 14:26:13"
"4219","en","set_your_website_domain_name","Set your website domain name","3/11/2021 14:26:13","3/11/2021 14:26:13"
"4220","en","facebook_pixel","Facebook Pixel","3/11/2021 14:26:13","3/11/2021 14:26:13"
"4221","en","facebook_pixel_setting","Facebook Pixel Setting","3/11/2021 14:26:13","3/11/2021 14:26:13"
"4222","en","facebook_pixel_id","Facebook Pixel ID","3/11/2021 14:26:13","3/11/2021 14:26:13"
"4223","en","please_be_carefull_when_you_are_configuring_facebook_pixel","Please be carefull when you are configuring Facebook pixel.","3/11/2021 14:26:13","3/11/2021 14:26:13"
"4224","en","log_in_to_facebook_and_go_to_your_ads_manager_account","Log in to Facebook and go to your Ads Manager account","3/11/2021 14:26:13","3/11/2021 14:26:13"
"4225","en","open_the_navigation_bar_and_select_events_manager","Open the Navigation Bar and select Events Manager","3/11/2021 14:26:13","3/11/2021 14:26:13"
"4226","en","copy_your_pixel_id_from_underneath_your_site_name_and_paste_the_number_into_facebook_pixel_id_field","Copy your Pixel ID from underneath your Site Name and paste the number into Facebook Pixel ID field","3/11/2021 14:26:13","3/11/2021 14:26:13"
"4227","en","google_analytics_setting","Google Analytics Setting","3/11/2021 14:26:13","3/11/2021 14:26:13"
"4228","en","google_analytics","Google Analytics","3/11/2021 14:26:13","3/11/2021 14:26:13"
"4229","en","tracking_id","Tracking ID","3/11/2021 14:26:13","3/11/2021 14:26:13"
"4230","en","edit_page_information","Edit Page Information","3/11/2021 14:27:18","3/11/2021 14:27:18"
"4231","en","page_content","Page Content","3/11/2021 14:27:18","3/11/2021 14:27:18"
"4232","en","link","Link","3/11/2021 14:27:18","3/11/2021 14:27:18"
"4233","en","use_character_number_hypen_only","Use character, number, hypen only","3/11/2021 14:27:18","3/11/2021 14:27:18"
"4234","en","add_content","Add Content","3/11/2021 14:27:18","3/11/2021 14:27:18"
"4235","en","seo_fields","Seo Fields","3/11/2021 14:27:18","3/11/2021 14:27:18"
"4236","en","update_page","Update Page","3/11/2021 14:27:18","3/11/2021 14:27:18"
"4237","en","page_has_been_updated_successfully","Page has been updated successfully","3/11/2021 14:27:53","3/11/2021 14:27:53"
"4238","en","please_configure_smtp_setting_to_work_all_email_sending_functionality","Please Configure SMTP Setting to work all email sending functionality","3/11/2021 21:35:13","3/11/2021 21:35:13"
"4239","en","filter_by_rating","Filter by Rating","4/11/2021 11:31:17","4/11/2021 11:31:17"
"4240","en","product__rating","Product & rating","4/11/2021 11:31:17","4/11/2021 11:31:17"
"4241","en","published_reviews_updated_successfully","Published reviews updated successfully","4/11/2021 11:31:17","4/11/2021 11:31:17"
"4242","en","brand_information","Brand Information","4/11/2021 11:41:19","4/11/2021 11:41:19"
"4243","en","show_more","Show more
","4/11/2021 14:49:43","4/11/2021 14:49:43"
"4244","en","show_less","Show less
","4/11/2021 14:49:43","4/11/2021 14:49:43"
"4245","en","buy_now","Buy Now
","4/11/2021 14:49:43","15/11/2021 02:11:03"
"4246","en","support_chat","Support chat","5/11/2021 00:55:52","5/11/2021 00:55:52"
"4247","en","brand_has_been_updated_successfully","Brand has been updated successfully","5/11/2021 02:19:38","5/11/2021 02:19:38"
"4248","en","category_has_been_inserted_successfully","Category has been inserted successfully","5/11/2021 02:21:57","5/11/2021 02:21:57"
"4249","en","customer_need_to_purchase_this_minimum_quantity_for_this_product_minimum_should_be_1","Customer need to purchase this minimum quantity for this product. Minimum should be 1.","5/11/2021 02:30:47","5/11/2021 02:30:47"
"4250","en","customer_will_be_able_to_purchase_this_maximum_quantity_for_this_product_default_0_for_unlimited","Customer will be able to purchase this maximum quantity for this product. Default 0 for unlimited.","5/11/2021 02:30:47","5/11/2021 02:30:47"
"4251","en","cart_updated","Cart updated","5/11/2021 07:18:49","5/11/2021 07:18:49"
"4252","en","product_has_been_successfully_removed_from_your_cart","Product has been successfully removed from your cart","5/11/2021 07:24:50","5/11/2021 07:24:50"
"4253","en","cart_deleted_due_to_minimum_quantity","Cart deleted due to minimum quantity","5/11/2021 07:41:26","5/11/2021 07:41:26"
"4254","en","product_has_been_deleted_successfully","Product has been deleted successfully","5/11/2021 09:47:12","5/11/2021 09:47:12"
"4255","en","your_order_has_been_placed","Your order has been placed","5/11/2021 19:13:41","5/11/2021 19:13:41"
"4256","en","flutterwave_credential","Flutterwave Credential","5/11/2021 23:09:15","5/11/2021 23:09:15"
"4257","en","flw_public_key","FLW_PUBLIC_KEY","5/11/2021 23:09:15","5/11/2021 23:09:15"
"4258","en","flw_secret_key","FLW_SECRET_KEY","5/11/2021 23:09:15","5/11/2021 23:09:15"
"4259","en","flw_secret_hash","FLW_SECRET_HASH","5/11/2021 23:09:15","5/11/2021 23:09:15"
"4260","en","flw_payment_currency_code","FLW_PAYMENT_CURRENCY_CODE","5/11/2021 23:09:15","5/11/2021 23:09:15"
"4261","en","paytm_credential","Paytm Credential","5/11/2021 23:09:15","5/11/2021 23:09:15"
"4262","en","paytm_environment","PAYTM ENVIRONMENT","5/11/2021 23:09:15","5/11/2021 23:09:15"
"4263","en","paytm_merchant_id","PAYTM MERCHANT ID","5/11/2021 23:09:15","5/11/2021 23:09:15"
"4264","en","paytm_merchant_key","PAYTM MERCHANT KEY","5/11/2021 23:09:15","5/11/2021 23:09:15"
"4265","en","paytm_merchant_website","PAYTM MERCHANT WEBSITE","5/11/2021 23:09:15","5/11/2021 23:09:15"
"4266","en","paytm_channel","PAYTM CHANNEL","5/11/2021 23:09:15","5/11/2021 23:09:15"
"4267","en","paytm_industry_type","PAYTM INDUSTRY TYPE","5/11/2021 23:09:15","5/11/2021 23:09:15"
"4268","en","update_role_information","Update Role Information","6/11/2021 00:54:55","6/11/2021 00:54:55"
"4269","en","all_values","All Values","6/11/2021 01:07:14","6/11/2021 01:07:14"
"4270","en","attribute_value","Attribute Value","6/11/2021 01:07:14","6/11/2021 01:07:14"
"4271","en","add_new_values","Add New Values","6/11/2021 01:07:15","6/11/2021 01:07:15"
"4272","en","attribute_values_are_non_deletable_you_can_only_add_or_edit","Attribute values are non deletable. You can only add or edit.","6/11/2021 01:07:15","6/11/2021 01:07:15"
"4273","en","attribute_value_name","Attribute Value Name","6/11/2021 01:07:15","6/11/2021 01:07:15"
"4274","en","installed_addon","Installed Addon","6/11/2021 16:51:10","6/11/2021 16:51:10"
"4275","en","install_new_addon","Install New Addon","6/11/2021 16:51:10","6/11/2021 16:51:10"
"4276","en","no_addon_installed","No Addon Installed","6/11/2021 16:51:10","6/11/2021 16:51:10"
"4277","en","status_updated_successfully","Status updated successfully","6/11/2021 16:51:10","6/11/2021 16:51:10"
"4278","en","symbol","Symbol","6/11/2021 17:02:31","6/11/2021 17:02:31"
"4279","en","currency_updated_successfully","Currency updated successfully","6/11/2021 17:02:49","6/11/2021 17:02:49"
"4280","en","product_is_successfully_removed_from_your_wishlist","Product is successfully removed from your wishlist","6/11/2021 17:04:36","6/11/2021 17:04:36"
"4281","en","no_order_found_by_this_code","No order found by this code","6/11/2021 17:40:04","6/11/2021 17:40:04"
"4282","en","zip_file","Zip File","6/11/2021 18:14:06","6/11/2021 18:14:06"
"4283","en","install","Install","6/11/2021 18:14:06","6/11/2021 18:14:06"
"4284","en","your_cart_is_empty_please_select_a_product","Your cart is empty. Please select a product.","6/11/2021 18:25:03","6/11/2021 18:25:03"
"4285","en","only_customers_can_login_here","Only customers can login here","6/11/2021 18:37:38","6/11/2021 18:37:38"
"4286","en","express","express","6/11/2021 18:39:53","6/11/2021 18:39:53"
"4287","en","all_taxes","All Taxes","6/11/2021 20:06:06","6/11/2021 20:06:06"
"4288","en","taxes","Taxes","6/11/2021 20:06:06","6/11/2021 20:06:06"
"4289","en","add_new_tax","Add New Tax","6/11/2021 20:06:06","6/11/2021 20:06:06"
"4290","en","tax_status_updated_successfully","Tax Status updated successfully","6/11/2021 20:06:06","6/11/2021 20:06:06"
"4291","en","test_smtp_configuration","Test SMTP configuration","6/11/2021 21:28:52","6/11/2021 21:28:52"
"4292","en","enter_your_email_address","Enter your email address","6/11/2021 21:28:52","6/11/2021 21:28:52"
"4293","en","send_test_email","Send test email","6/11/2021 21:28:52","6/11/2021 21:28:52"
"4294","en","language_changed_to_","Language changed to ","6/11/2021 21:33:02","6/11/2021 21:33:02"
"4295","en","update_currency","Update Currency","7/11/2021 01:38:06","7/11/2021 01:38:06"
"4296","en","number_of_orders","Number of Orders","9/11/2021 22:03:47","9/11/2021 22:03:47"
"4297","en","account_information","Account Information","9/11/2021 22:03:51","9/11/2021 22:03:51"
"4298","en","registration_date","Registration Date","9/11/2021 22:03:51","9/11/2021 22:03:51"
"4299","en","balance","Balance","9/11/2021 22:03:51","9/11/2021 22:03:51"
"4300","en","others_information","Others Information","9/11/2021 22:03:51","9/11/2021 22:03:51"
"4301","en","ordered_amount","Ordered Amount","9/11/2021 22:03:51","9/11/2021 22:03:51"
"4302","en","number_of_items_in_cart","Number of items in cart","9/11/2021 22:03:51","9/11/2021 22:03:51"
"4303","en","number_of_items_in_wishlist","Number of items in wishlist","9/11/2021 22:03:51","9/11/2021 22:03:51"
"4304","en","total_reviewed_products","Total reviewed products","9/11/2021 22:03:51","9/11/2021 22:03:51"
"4305","en","orders_of_this_customer","Orders of this customer","9/11/2021 22:03:51","9/11/2021 22:03:51"
"4306","en","in_wishlist","In wishlist","10/11/2021 00:58:02","10/11/2021 00:58:02"
"4307","en","in_cart","In cart","10/11/2021 00:58:02","10/11/2021 00:58:02"
"4308","en","times_sold","Times sold","10/11/2021 00:58:02","10/11/2021 00:58:02"
"4309","en","tags","Tags","10/11/2021 00:58:02","10/11/2021 00:58:02"
"4310","en","has_warranty","Has warranty","10/11/2021 00:58:02","10/11/2021 00:58:02"
"4311","en","minimum_purchase_qty_","Minimum Purchase Qty ","10/11/2021 00:58:02","10/11/2021 00:58:02"
"4312","en","maximum_purchase_qty_","Maximum Purchase Qty ","10/11/2021 00:58:02","10/11/2021 00:58:02"
"4313","en","gallery","Gallery","10/11/2021 00:58:02","10/11/2021 00:58:02"
"4314","en","no_warranty","No warranty","10/11/2021 01:53:37","10/11/2021 01:53:37"
"4315","en","address_has_been_updated_successfully","Address has been updated successfully.","10/11/2021 02:19:40","10/11/2021 02:19:40"
"4316","en","attribute_value_has_been_added_successfully","Attribute value has been added successfully","10/11/2021 02:44:13","10/11/2021 02:44:13"
"4317","en","brand_has_been_deleted_successfully","Brand has been deleted successfully","10/11/2021 04:26:06","10/11/2021 04:26:06"
"4318","en","attribute_information","Attribute Information","10/11/2021 07:47:13","10/11/2021 07:47:13"
"4319","en","save_page","Save Page","10/11/2021 07:49:48","10/11/2021 07:49:48"
"4320","en","print_invoice","Print Invoice","11/11/2021 01:57:00","11/11/2021 01:57:00"
"4321","en","role_has_been_updated_successfully","Role has been updated successfully","11/11/2021 22:57:35","11/11/2021 22:57:35"
"4322","en","file_name","File Name","12/11/2021 00:02:17","12/11/2021 00:02:17"
"4323","en","file_type","File Type","12/11/2021 00:02:17","12/11/2021 00:02:17"
"4324","en","file_size","File Size","12/11/2021 00:02:17","12/11/2021 00:02:17"
"4325","en","uploaded_by","Uploaded By","12/11/2021 00:02:17","12/11/2021 00:02:17"
"4326","en","uploaded_at","Uploaded At","12/11/2021 00:02:17","12/11/2021 00:02:17"
"4327","en","your_shopping_bag_is_empty_start_shopping","Your shopping bag is empty. Start shopping.
","11/11/2021 20:57:39","15/11/2021 02:11:03"
"4328","en","copy_code","Copy Code
","15/11/2021 02:11:03","15/11/2021 02:11:03"
"4329","en","code_copied_to_clipboard","Code copied to clipboard
","15/11/2021 02:11:03","18/1/2022 00:46:47"
"4330","en","flag","Flag","15/11/2021 21:51:24","15/11/2021 21:51:24"
"4331","en","currencies","Currencies","15/11/2021 21:52:32","15/11/2021 21:52:32"
"4332","en","amount_sold","Amount sold","15/11/2021 23:12:47","15/11/2021 23:12:47"
"4333","en","update_now","Update Now","17/11/2021 23:47:58","17/11/2021 23:47:58"
"4334","en","this_coupon_code_is_no_applicable_for_your_cart_products","This coupon code is no applicable for your cart products.","18/11/2021 20:30:39","18/11/2021 20:30:39"
"4335","en","password_reset","Password Reset","18/11/2021 23:24:00","18/11/2021 23:24:00"
"4336","en","verification_code_is_","Verification Code is ","18/11/2021 23:24:00","18/11/2021 23:24:00"
"4337","en","no_user_found_with_this_email_address","No user found with this email address.","18/11/2021 23:25:15","18/11/2021 23:25:15"
"4449","en","update_language_info","update Language Info","18/11/2021 23:55:18","18/11/2021 23:55:18"
"5060","en","the_coupon_is_invalid","The coupon is invalid.","19/11/2021 06:02:05","19/11/2021 06:02:05"
"5061","en","order_has_been_cancelled","Order has been cancelled","19/11/2021 06:02:45","19/11/2021 06:02:45"
"5062","en","cash_on_delivery","Cash on Delivery","18/1/2022 00:43:56","18/1/2022 00:43:56"
"5063","en","already_have_an_account","Already have an account
","18/1/2022 00:46:46","18/1/2022 00:46:46"
"5064","en","pay_with_wallet","Pay with wallet
","18/1/2022 00:46:47","18/1/2022 00:46:47"
"5065","en","become_a_seller_with","Become a Seller with
","18/1/2022 00:46:47","18/1/2022 00:46:47"
"5066","en","all_shops","All Shops
","18/1/2022 00:46:47","15/12/2024 10:53:08"
"5067","en","visit_store","Visit Store
","18/1/2022 00:46:47","18/1/2022 00:46:47"
"5068","en","follow","Follow
","18/1/2022 00:46:47","18/1/2022 00:46:47"
"5069","en","unfollow","Unfollow
","18/1/2022 00:46:47","18/1/2022 00:46:47"
"5070","en","shop_since","Shop since
","18/1/2022 00:46:47","18/1/2022 00:46:47"
"5071","en","featured_products","Featured Products
","18/1/2022 00:46:47","18/1/2022 00:46:47"
"5072","en","new_arrival","New Arrival
","18/1/2022 00:46:47","18/1/2022 00:46:47"
"5073","en","best_rated","Best Rated
","18/1/2022 00:46:47","18/1/2022 00:46:47"
"5074","en","best_selling","Best Selling
","18/1/2022 00:46:47","18/1/2022 00:46:47"
"5075","en","store","Store
","18/1/2022 00:46:47","18/1/2022 00:46:47"
"5076","en","view_all_products_of_this_shop","View All Products of This Shop
","18/1/2022 00:46:47","18/1/2022 00:46:47"
"5077","en","shop","Shop
","18/1/2022 00:46:47","17/7/2024 06:53:58"
"5078","en","followed_shops","Followed shops
","18/1/2022 00:46:48","18/1/2022 00:46:48"
"5079","en","no_followed_shop_found","No followed shop found
","18/1/2022 00:46:48","18/1/2022 00:46:48"
"5080","en","sort_by_brand","Sort by brand
","18/1/2022 00:46:48","18/1/2022 00:46:48"
"5081","en","sort_by_category","Sort by category
","18/1/2022 00:46:48","18/1/2022 00:46:48"
"5082","en","no_data_available","No data available
","18/1/2022 00:46:48","18/1/2022 00:46:48"
"5083","en","be_a_seller","Be a Seller
","18/1/2022 00:46:48","18/1/2022 00:46:48"
"5084","en","seller_zone","Seller Zone
","18/1/2022 00:46:48","18/1/2022 00:46:48"
"5085","en","login_to_seller_panel","Login to Seller Panel
","18/1/2022 00:46:48","18/1/2022 00:46:48"
"5086","en","already_a_seller","Already a Seller?
","18/1/2022 00:46:48","18/1/2022 00:46:48"
"5087","en","register_your_shop","Register your shop
","18/1/2022 00:46:48","18/1/2022 00:46:48"
"5088","en","personal_information","Personal information
","18/1/2022 00:46:48","18/1/2022 00:46:48"
"5089","en","shop_information","Shop information
","18/1/2022 00:46:48","18/1/2022 00:46:48"
"5090","en","register_shop","Register Shop
","18/1/2022 00:46:48","18/1/2022 00:46:48"
"5091","en","","0","18/1/2022 00:46:48","18/1/2022 00:55:04"
"5092","en","version","Version","18/1/2022 00:50:56","18/1/2022 00:50:56"
"5093","en","inhouse_products","Inhouse Products","18/1/2022 00:50:57","18/1/2022 00:50:57"
"5094","en","seller_products","Seller Products","18/1/2022 00:50:57","18/1/2022 00:50:57"
"5095","en","inhouse_orders","Inhouse Orders","18/1/2022 00:50:57","18/1/2022 00:50:57"
"5096","en","seller_orders","Seller Orders","18/1/2022 00:50:57","18/1/2022 00:50:57"
"5097","en","seller","Seller","18/1/2022 00:50:57","18/1/2022 00:50:57"
"5098","en","sellers","Sellers","18/1/2022 00:50:57","18/1/2022 00:50:57"
"5099","en","payouts","Payouts","18/1/2022 00:50:57","18/1/2022 00:50:57"
"5100","en","payout_requests","Payout Requests","18/1/2022 00:50:57","18/1/2022 00:50:57"
"5101","en","commission_history","Commission History","18/1/2022 00:50:57","18/1/2022 00:50:57"
"5102","en","seller_packages","Seller Packages","18/1/2022 00:50:57","18/1/2022 00:50:57"
"5103","en","package_payments","Package Payments","18/1/2022 00:50:57","18/1/2022 00:50:57"
"5104","en","shop_settings","Shop Settings","18/1/2022 00:50:57","18/1/2022 00:50:57"
"5105","en","basic_info","Basic Info","18/1/2022 00:51:09","18/1/2022 00:51:09"
"5106","en","welcome","Welcome","18/1/2022 00:52:31","18/1/2022 00:52:31"
"5107","en","all_sellers","All Sellers","18/1/2022 00:54:18","18/1/2022 00:54:18"
"5108","en","filter_by_approval","Filter by Approval","18/1/2022 00:54:18","18/1/2022 00:54:18"
"5109","en","approved","Approved","18/1/2022 00:54:18","18/1/2022 00:54:18"
"5110","en","nonapproved","Non-Approved","18/1/2022 00:54:18","18/1/2022 00:54:18"
"5111","en","type_name_or_phone__enter","Type name or phone & Enter","18/1/2022 00:54:18","18/1/2022 00:54:18"
"5112","en","seller_approval","Seller Approval","18/1/2022 00:54:18","18/1/2022 00:54:18"
"5113","en","shop_published","Shop Published","18/1/2022 00:54:18","18/1/2022 00:54:18"
"5114","en","seller_approval_status_successfully","Seller approval status successfully","18/1/2022 00:54:19","18/1/2022 00:54:19"
"5115","en","shop_publish_status_successfully","Shop publish status successfully","18/1/2022 00:54:19","18/1/2022 00:54:19"
"5116","en","shop_name","Shop Name","18/1/2022 00:54:51","18/1/2022 00:54:51"
"5117","en","shop_logo","Shop Logo","18/1/2022 00:54:51","18/1/2022 00:54:51"
"5118","en","shop_phone","Shop Phone","18/1/2022 00:54:51","18/1/2022 00:54:51"
"5119","en","shop_address","Shop Address","18/1/2022 00:54:51","18/1/2022 00:54:51"
"5120","en","shop_page_settings","Shop page Settings","18/1/2022 00:54:51","18/1/2022 00:54:51"
"5121","en","we_had_to_limit_height_to_maintian_consistancy_in_some_device_both_side_of_the_banner_might_be_cropped_for_height_limitation","We had to limit height to maintian consistancy. In some device both side of the banner might be cropped for height limitation.","18/1/2022 00:54:51","18/1/2022 00:54:51"
"5122","en","select_products","Select products","18/1/2022 00:54:51","18/1/2022 00:54:51"
"5123","en","banner_section_one","Banner section one","18/1/2022 00:54:51","18/1/2022 00:54:51"
"5124","en","banner_section_two","Banner section two","18/1/2022 00:54:51","18/1/2022 00:54:51"
"5125","en","banner_section_three","Banner section three","18/1/2022 00:54:51","18/1/2022 00:54:51"
"5126","en","banner_section_four","Banner section four","18/1/2022 00:54:52","18/1/2022 00:54:52"
"5127","en","thanks_for_registering_your_shop","Thanks for registering your shop.","18/1/2022 00:57:17","18/1/2022 00:57:17"
"5128","en","pay_to_seller","Pay to Seller","18/1/2022 00:57:27","18/1/2022 00:57:27"
"5129","en","payment_history","Payment History","18/1/2022 00:57:27","18/1/2022 00:57:27"
"5130","en","shop_found","Shop found","18/1/2022 00:57:58","18/1/2022 00:57:58"
"5131","en","shop_found","Shop found","18/1/2022 00:57:58","18/1/2022 00:57:58"
"5132","en","shop_not_found","Shop not found","18/1/2022 01:02:56","18/1/2022 01:02:56"
"5133","en","shop_not_found","Shop not found","18/1/2022 01:02:56","18/1/2022 01:02:56"
"5134","en","packages","Packages","18/1/2022 01:04:12","18/1/2022 01:04:12"
"5135","en","upgrade","Upgrade","18/1/2022 01:04:12","18/1/2022 01:04:12"
"5136","en","earnings","Earnings
","18/1/2022 01:04:12","17/7/2024 06:53:59"
"5137","en","payout_settings","Payout Settings","18/1/2022 01:04:12","18/1/2022 01:04:12"
"5138","en","your_shop_has_been_updated_successfully","Your Shop has been updated successfully!","18/1/2022 01:07:16","18/1/2022 01:07:16"
"5139","en","you_dont_have_any_active_package","You don't have any active package","18/1/2022 01:15:39","18/1/2022 01:15:39"
"5140","en","purchase_your_package","Purchase Your Package","18/1/2022 01:15:39","18/1/2022 01:15:39"
"5141","en","select_a_payment_method","Select a Payment Method","18/1/2022 01:15:39","18/1/2022 01:15:39"
"5142","en","paypal","Paypal","18/1/2022 01:15:39","18/1/2022 01:15:39"
"5143","en","stripe","Stripe","18/1/2022 01:15:39","18/1/2022 01:15:39"
"5144","en","sslcommerz","sslcommerz","18/1/2022 01:15:39","18/1/2022 01:15:39"
"5145","en","paystack","Paystack","18/1/2022 01:15:39","18/1/2022 01:15:39"
"5146","en","flutterwave","Flutterwave","18/1/2022 01:15:39","18/1/2022 01:15:39"
"5147","en","paytm","Paytm","18/1/2022 01:15:39","18/1/2022 01:15:39"
"5148","en","confirm","Confirm","18/1/2022 01:15:39","18/1/2022 01:15:39"
"5149","en","all_package_payments","All Package Payments","18/1/2022 01:15:41","18/1/2022 01:15:41"
"5150","en","package","Package","18/1/2022 01:15:41","18/1/2022 01:15:41"
"5151","en","paymant_method","paymant Method","18/1/2022 01:15:41","18/1/2022 01:15:41"
"5152","en","all_seller_packages","All Seller Packages","18/1/2022 01:19:36","18/1/2022 01:19:36"
"5153","en","add_new_package","Add New Package","18/1/2022 01:19:36","18/1/2022 01:19:36"
"5154","en","create_new_seller_package","Create New Seller Package","18/1/2022 01:19:38","18/1/2022 01:19:38"
"5155","en","package_name","Package Name","18/1/2022 01:19:38","18/1/2022 01:19:38"
"5156","en","product_upload_limit","Product Upload Limit","18/1/2022 01:19:38","18/1/2022 01:19:38"
"5157","en","commission","Commission","18/1/2022 01:19:38","18/1/2022 01:19:38"
"5158","en","eg_5","Eg. 5","18/1/2022 01:19:38","18/1/2022 01:19:38"
"5159","en","duration","Duration","18/1/2022 01:19:38","18/1/2022 01:19:38"
"5160","en","validity_in_number_of_days","Validity in number of days","18/1/2022 01:19:38","18/1/2022 01:19:38"
"5161","en","package_logo","Package Logo","18/1/2022 01:19:38","18/1/2022 01:19:38"
"5162","en","package_has_been_added_successfully","Package has been added successfully","18/1/2022 01:21:06","18/1/2022 01:21:06"
"5163","en","package_duration","Package Duration","18/1/2022 01:21:06","18/1/2022 01:21:06"
"5164","en","purchase_package","Purchase Package","18/1/2022 01:21:21","18/1/2022 01:21:21"
"5165","en","package_purchasing_successful","Package purchasing successful","18/1/2022 01:21:57","18/1/2022 01:21:57"
"5166","en","your_current_package","Your current package","18/1/2022 01:22:10","18/1/2022 01:22:10"
"5167","en","will_expire_at","will expire at","18/1/2022 01:22:10","18/1/2022 01:22:10"
"5168","en","your_remaining_product_upload_limit","Your remaining product upload limit","18/1/2022 01:22:13","18/1/2022 01:22:13"
"5169","en","edit_seller_information","Edit Seller Information","18/1/2022 06:29:24","18/1/2022 06:29:24"
"5170","en","seller_information","Seller Information","18/1/2022 06:29:24","18/1/2022 06:29:24"
"5171","en","seller_has_been_updated_successfully","Seller has been updated successfully","18/1/2022 06:29:37","18/1/2022 06:29:37"
"5172","en","profile_info","Profile Info","18/1/2022 06:42:22","18/1/2022 06:42:22"
"5173","en","photo","Photo","18/1/2022 06:42:22","18/1/2022 06:42:22"
"5174","en","update_package_information","Update Package Information","18/1/2022 08:57:03","18/1/2022 08:57:03"
"5175","en","package_has_been_updated_successfully","Package has been updated successfully","18/1/2022 08:57:24","18/1/2022 08:57:24"
"5176","en","youve_reached_your_maximum_product_upload_limit","You've reached your maximum product upload limit","18/1/2022 22:14:48","18/1/2022 22:14:48"
"5177","en","of","of","20/1/2022 20:29:25","20/1/2022 20:29:25"
"5178","en","choose_shop","Choose Shop","20/1/2022 20:29:29","20/1/2022 20:29:29"
"5179","en","seller_info","Seller info","20/1/2022 20:30:32","20/1/2022 20:30:32"
"5180","en","shop_info","Shop info","20/1/2022 20:30:32","20/1/2022 20:30:32"
"5181","en","current_package","Current package","20/1/2022 20:30:32","20/1/2022 20:30:32"
"5182","en","current_balance","Current balance","20/1/2022 20:30:32","20/1/2022 20:30:32"
"5183","en","no_active_package","No active Package","20/1/2022 20:30:32","20/1/2022 20:30:32"
"5184","en","due_to_seller","Due to seller","20/1/2022 20:30:32","20/1/2022 20:30:32"
"5185","en","valid_till","Valid till","20/1/2022 20:30:32","20/1/2022 20:30:32"
"5186","en","upgrade_package","Upgrade Package","20/1/2022 20:37:09","20/1/2022 20:37:09"
"5187","en","all_payments","All Payments","20/1/2022 21:31:53","20/1/2022 21:31:53"
"5188","en","choose_seller","Choose Seller","20/1/2022 21:31:53","20/1/2022 21:31:53"
"5189","en","daterange","Daterange","20/1/2022 21:31:53","20/1/2022 21:31:53"
"5190","en","seller_withdraw_request","Seller Withdraw Request","20/1/2022 21:31:57","20/1/2022 21:31:57"
"5191","en","total_amount_to_pay","Total Amount to Pay","20/1/2022 21:31:57","20/1/2022 21:31:57"
"5192","en","requested_amount","Requested Amount","20/1/2022 21:31:57","20/1/2022 21:31:57"
"5193","en","message","Message","20/1/2022 21:31:57","20/1/2022 21:31:57"
"5194","en","admin_commission","Admin Commission","20/1/2022 21:31:59","20/1/2022 21:31:59"
"5195","en","seller_earning","Seller Earning","20/1/2022 21:31:59","20/1/2022 21:31:59"
"5196","en","calculated_at","Calculated At","20/1/2022 21:31:59","20/1/2022 21:31:59"
"5197","en","all_shops_page_banner__link","All shops page banner & link","20/1/2022 21:43:35","20/1/2022 21:43:35"
"5198","en","shop_registration_page_banner__link","Shop registration page banner & link","20/1/2022 21:43:35","20/1/2022 21:43:35"
"5199","en","shop_section_1","Shop section 1","20/1/2022 21:45:29","20/1/2022 21:45:29"
"5200","en","select_shop","Select shop","20/1/2022 21:45:29","20/1/2022 21:45:29"
"5201","en","home_shop_banner_section_1","Home shop banner section 1","20/1/2022 21:45:29","20/1/2022 21:45:29"
"5202","en","shop_section_2","Shop section 2","20/1/2022 21:45:29","20/1/2022 21:45:29"
"5203","en","home_shop_banner_section_2","Home shop banner section 2","20/1/2022 21:45:29","20/1/2022 21:45:29"
"5204","en","shop_section_3","Shop section 3","20/1/2022 21:45:29","20/1/2022 21:45:29"
"5205","en","shop_section_4","Shop section 4","20/1/2022 21:45:29","20/1/2022 21:45:29"
"5206","en","shop_section_5","Shop section 5","20/1/2022 21:45:29","20/1/2022 21:45:29"
"5207","en","home_shop_banner_section_3","Home shop banner section 3","20/1/2022 21:45:29","20/1/2022 21:45:29"
"5208","en","this_shop_is_successfully_added_to_your_following_list","This Shop is successfully added to your following list.","20/1/2022 22:18:29","20/1/2022 22:18:29"
"5209","en","this_shop_is_successfully_removed_from_your_following_list","This Shop is successfully removed from your following list.","20/1/2022 22:18:30","20/1/2022 22:18:30"
"5210","en","all_payouts","All payouts","20/1/2022 22:33:33","20/1/2022 22:33:33"
